997262.741	845913.194	884.183
997268.570	845903.553	883.063
997269.477	845886.826	881.715
997270.643	845858.572	881.566
997271.875	845850.809	882.043
997191.248	845871.581	893.945
997180.257	845867.085	894.402
997169.840	845866.432	895.802
997158.709	845863.999	896.748
997158.042	845868.401	897.522
997165.848	845871.260	897.144
997177.358	845875.194	896.272
997174.732	845857.084	893.774
997165.694	845853.168	894.332
997155.322	845850.021	895.317
997150.060	845861.702	897.484
997146.712	845869.801	898.880
997139.101	845866.348	899.328
997141.032	845858.831	898.124
997142.623	845854.736	897.222
997143.693	845849.727	896.211
997145.627	845842.160	896.359
997147.540	845831.373	897.447
997136.957	845830.285	897.980
997132.051	845841.504	897.176
997129.290	845849.307	898.216
997127.554	845854.126	899.391
997116.696	845851.487	900.288
997117.603	845846.587	899.400
997119.339	845840.195	898.490
997121.703	845829.812	898.498
997107.304	845831.725	899.522
997103.939	845841.104	900.121
997101.420	845847.420	901.312
997086.107	845841.548	902.480
997088.200	845829.441	901.319
997090.107	845814.861	902.397
997090.631	845803.611	904.092
997077.182	845801.330	904.982
997072.007	845815.661	903.431
997067.698	845834.557	903.340
997067.326	845854.184	905.409
997047.584	845852.147	906.546
997050.419	845833.946	904.787
997053.097	845814.114	904.818
997034.745	845810.739	905.962
997032.276	845833.247	906.237
997029.893	845848.950	907.460
997010.365	845852.977	909.636
997013.261	845838.485	908.577
997017.124	845823.132	907.693
997019.295	845805.406	907.382
997005.102	845801.187	908.401
997001.784	845815.661	908.962
996997.974	845833.489	910.017
997000.462	845815.830	909.109
997002.595	845800.800	908.550
996993.539	845799.301	909.417
996988.711	845803.925	909.924
997162.531	845817.494	897.832
997159.729	845802.979	899.602
997173.322	845800.818	898.266
997180.680	845809.498	896.716
997190.903	845805.585	895.891
997195.431	845789.953	896.648
997206.538	845797.743	894.602
997212.004	845784.721	895.220
997222.234	845779.887	893.696
997236.296	845772.159	892.614
997252.005	845764.394	891.522
997182.109	845878.478	896.418
997184.467	845877.214	896.402
997183.159	845874.869	896.391
997180.831	845876.201	896.399
996995.429	845823.630	910.084
997001.131	845805.986	908.685
997015.898	845814.530	907.447
997015.332	845831.612	908.226
997023.384	845845.263	907.859
997028.605	845830.246	906.604
997044.352	845832.450	905.224
997042.656	845847.286	906.477
997053.624	845864.532	907.246
997057.820	845849.752	905.701
997061.550	845835.520	903.917
997077.002	845838.233	903.036
997075.992	845853.806	904.793
997072.992	845870.177	906.325
997090.298	845877.852	905.290
997096.003	845858.352	903.086
997098.920	845843.864	901.237
997115.429	845852.067	900.476
997113.885	845867.214	902.256
997111.162	845881.325	903.729
997130.649	845886.785	902.276
997134.478	845875.315	900.882
997137.831	845862.742	899.066
997156.190	845868.540	897.763
997152.485	845886.390	899.951
997150.740	845897.142	900.743
997166.244	845901.766	899.364
997169.744	845888.090	898.128
997174.016	845874.816	896.615
997189.479	845881.486	895.658
997186.229	845897.976	896.892
997186.364	845907.388	897.484
997202.009	845911.696	895.502
997204.493	845896.683	894.597
997206.978	845878.914	893.237
997222.084	845881.677	890.867
997220.624	845898.583	891.890
997217.313	845914.262	893.502
997228.901	845923.084	891.631
997236.090	845907.182	889.353
997242.757	845891.571	886.807
997260.611	845894.670	883.905
997253.863	845911.595	886.003
997245.788	845924.650	888.615
997261.359	845892.693	883.577
997261.752	845875.445	882.408
997261.051	845858.025	882.843
997261.539	845840.861	884.508
997262.277	845824.302	885.391
997263.830	845805.671	886.564
997261.310	845787.886	887.938
997258.972	845779.033	889.138
997255.738	845770.128	891.839
997248.339	845775.340	891.941
997238.795	845775.223	892.856
997222.119	845792.230	894.065
997244.737	845779.565	890.577
997247.566	845799.911	888.313
997246.493	845820.471	887.046
997245.361	845839.804	886.377
997242.915	845861.158	885.441
997229.551	845867.766	888.198
997227.382	845847.743	888.018
997222.479	845828.695	889.360
997218.386	845809.394	891.684
997210.084	845801.454	893.375
997210.944	845814.717	892.178
997210.307	845825.695	891.249
997196.987	845831.868	892.391
997188.152	845814.041	895.135
997173.013	845823.489	895.671
997178.776	845840.718	893.497
997167.267	845848.058	894.167
997158.032	845829.244	896.908
997166.885	845823.542	898.104
997144.701	845831.238	897.689
997145.053	845843.195	896.363
997128.287	845831.378	898.036
997128.919	845821.728	899.251
997130.619	845806.824	901.277
997120.284	845803.384	902.076
997102.000	845802.076	903.565
997091.276	845804.054	904.024
997178.001	845851.796	893.171
997181.100	845855.184	892.737
997185.991	845859.174	892.548
997190.128	845861.583	892.205
997195.677	845863.968	892.407
997200.966	845865.846	892.188
997206.498	845867.252	891.775
997212.063	845867.592	891.136
997215.998	845866.481	890.321
997219.888	845863.850	889.194
997224.297	845861.462	888.383
997224.226	845855.557	888.464
997224.011	845850.475	888.701
997222.575	845844.577	888.774
997221.929	845842.645	888.846
997219.238	845837.089	889.408
997217.022	845833.776	889.668
997214.790	845830.359	890.317
997212.260	845829.217	890.638
997208.855	845829.965	891.153
997205.527	845831.300	891.456
997200.993	845833.576	891.581
997197.071	845836.228	891.757
997193.401	845839.472	892.037
997191.160	845841.284	892.217
997183.038	845846.815	892.842
997179.685	845848.729	892.969
997206.586	845831.939	891.381
997209.440	845832.535	891.072
997211.359	845834.897	890.983
997213.062	845837.991	890.750
997214.393	845840.920	890.584
997215.904	845844.893	890.597
997217.229	845849.148	890.697
997217.756	845852.166	890.658
997217.206	845855.762	890.537
997216.721	845856.989	890.262
997216.216	845858.157	889.658
997215.628	845860.123	890.275
997215.013	845861.726	890.715
997210.085	845862.843	889.901
997212.865	845857.227	889.563
997213.510	845849.148	889.424
997209.649	845838.298	890.061
997207.388	845834.595	890.296
997199.850	845839.933	890.593
997196.405	845843.788	890.707
997197.002	845846.444	890.517
997196.005	845848.693	890.600
997194.998	845851.561	890.795
997197.115	845856.023	890.729
997199.868	845860.535	890.554
997190.344	845851.157	893.545
997214.866	845853.731	891.484
997214.631	845851.050	890.812
997214.126	845845.206	891.714
997213.154	845842.827	891.952
997210.431	845837.048	891.717
997204.350	845849.163	889.881
997179.386	845793.056	900.560
997171.590	845795.913	900.778
